Name,Logical CPUs,Virtual CPUs,Processor Speed,Real Memory Bytes,Deployment,Processor,Vendor,Model,Serial #,OS Level,Kernel,Galileo Agent,Avg CPU (24 hours),Peak CPU (24 hours),Avg LCPU (24 hours),Peak LCPU (24 hours),Avg VCPU (24 hours),Peak VCPU (24 hours),Avg Memory (24 hours) Bytes,Peak Memory (24 hours) Bytes,Avg Memory % (24 hours),Peak Memory % (24 hours),Avg Network Throughput (24 hours) B/s,Peak Network Throughput (24 hours) B/s,Avg Disk Throughput (24 hours) B/s,Peak Disk Throughput (24 hours) B/s,Avg Disk Transfers (24 hours) /s,Peak Disk Transfers (24 hours) /s,Avg CPU (7 days),Peak CPU (7 days),Avg LCPU (7 days),Peak LCPU (7 days),Avg VCPU (7 days),Peak VCPU (7 days),Avg Memory (7 days) Bytes,Peak Memory (7 days) Bytes,Avg Memory % (7 days),Peak Memory % (7 days),Avg Network Throughput (7 days) B/s,Peak Network Throughput (7 days) B/s,Avg Disk Throughput (7 days) B/s,Peak Disk Throughput (7 days) B/s,Avg Disk Transfers (7 days) /s,Peak Disk Transfers (7 days) /s,Avg CPU (30 days),Peak CPU (30 days),Avg LCPU (30 days),Peak LCPU (30 days),Avg VCPU (30 days),Peak VCPU (30 days),Avg Memory (30 days) Bytes,Peak Memory (30 days) Bytes,Avg Memory % (30 days),Peak Memory % (30 days),Avg Network Throughput (30 days) B/s,Peak Network Throughput (30 days) B/s,Avg Disk Throughput (30 days) B/s,Peak Disk Throughput (30 days) B/s,Avg Disk Transfers (30 days) /s,Peak Disk Transfers (30 days) /s,SMT,# of Processors,System Firmware,Current Processor Firmware,Total Page Space Bytes,Used Page Space Bytes,Fibre Channel Adapters,Used Fibre Adapters,Ethernet Adapters,Ethernet Adapter Speed,Used Ethernet Adapters,LPAR Type,LPAR Mode,LPAR Vps,LPAR Weight,LPAR Entitled
usmlrs460,4.0,4.0,3.5 GHz,99457538457.6,Unknown,Intel(R) Xeon(R) CPU E5-2637 v3,-,-,-,Red Hat Enterprise Linux Server release 5.5 (Tikanga),2.6.18-194.el5,2.5-8,15.808736655,85.805,15.808736655,85.805,-,-,98340661948.54733,99012690575.36,98.8770318231317,99.5527258,938935.554733056,27482480.64,970504.578277376,28870699.008,37.849843416,834.028,12.3327999,92.41,12.3327999,92.41,-,-,98340772803.50818,99013823037.44,98.8771432807367,99.5538645,1159375.613579264,76814295.04,1066600.940376064,73385703.424,36.199027377,969.976,9.261688423,99.56,9.261688423,99.56,-,-,94555923303.35408,99013823037.44,95.0716504446159,99.5538645,986544.013218816,106908692.48,877979.56122112,99165954.048,29.471489847,1151.016,false,4.0,-,-,51539607552.0,104857.6,-,-,-,-,-,-,-,-,-,-
usmliu278,20.0,5.0,3026 MHz,137438953472.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-E8E",219544W,7100-04-01-1543,7.1.5.0 (TL 04),3.0-0,38.788163701,73.882,24.084676157,54.719,38.788163701,73.882,106649559887.7695,111997794385.92,77.5977677288256,81.4891205,45061.32042752,2414592.0,157731142.83995545,769592455.23968,3072.547259786,11871.06,13.145677451,78.148,7.961249876,59.762,13.145677451,78.148,99654564489.20276,111997794385.92,72.508238727775,81.4891205,16102.264928256,2414592.0,47755838.15586714,9066684351.50848,3194.581881533,4578188.66,7.274784316,78.148,4.352194805,59.762,7.274784316,78.148,94906701144.16728,111997794385.92,69.0537134830997,81.4891205,22087.939173376,27997061.12,15701749.324004352,9066684351.50848,970.801431716,4578188.66,true,5.0,-,-,11005853696.0,244360151.04,4,-,-,-,-,Shared-SMT-4,Uncapped,5.0,128,2.50
usmlrs1433,4.0,4.0,2.4 GHz,16696265932.8,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,3.1-2,0.530765125,1.55,0.530765125,1.55,-,-,2453676049.4912963,2460148039.68,14.6959569259787,14.73472,1792.400854016,2109.44,100884.159316992,149284.864,19.421544484,25.864,0.5603111,7.735,0.5603111,7.735,-,-,2443879380.4300942,2460148039.68,14.6372811168243,14.73472,1778.610015232,2191.36,101297.958864896,163555.328,19.454063713,25.98,0.523648596,9.47,0.523648596,9.47,-,-,2398296056.5320415,2460148039.68,14.3642660353296,14.73472,1819.713712128,2314.24,101579.772343296,163555.328,19.496683714,26.914,false,4.0,-,-,17414750208.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs553,4.0,4.0,2.4 GHz,8236459622.4,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,3.1-2,1.215487805,5.505,1.215487805,5.505,-,-,8113828622.664467,8126086512.64,98.5111200066202,98.6599447,15001.136166912,105594.88,142681.726661632,393371.648,18.947881533,34.62,1.239483871,9.175,1.239483871,9.175,-,-,8107334716.148941,8162765701.12,98.4322765831762,99.1052719,26263.846749184,635002.88,144330.736754688,480589.824,19.098647146,36.734,1.614535311,33.82,1.614535311,33.82,-,-,7960702817.99218,8185960202.24,96.6519983458705,99.3868795,122101.02162432,2151649.28,147201.307548672,9281759.232,19.014841113,192.054,false,4.0,-,-,4293604147.2,104857.6,-,-,-,-,-,-,-,-,-,-
usmliu294,12.0,6.0,3026 MHz,300916146176.0,Virtual (LPAR),PowerPC_POWER8,IBM,"IBM,8408-E8E",219544W,7100-05-01-1731,7.1.5.0 (TL 05),3.0-1,13.322136525,26.595,10.673824787,20.83333,13.322136525,26.595,216233476839.67108,218085877350.4,71.8583830031915,72.4739699,1721401.100708864,7798451.2,4510832.913974272,147952542.0032,189.317641844,1456.75,12.850430348,36.8325,9.826298697,29.23749,12.850430348,36.8325,215060326658.8022,220972974080.0,71.4685235038806,73.4334056,1671680.61134336,30763648.0,2899478.502521856,418080362.77248,139.583606965,2425.0,12.727892344,98.99,9.526993341,99.38541,12.727892344,98.99,211980415430.09946,220972974080.0,70.4450120482859,73.4334056,1819692.297428992,30763648.0,2284996.186130432,1357608278.96832,104.56362057,3046.375,true,6.0,-,-,17179869184.0,99772006.4,4,-,-,-,-,Shared-SMT,Uncapped,6.0,128,3.00
usmliu46,12.0,3.0,3612 MHz,25769803776.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109D7BR,7100-05-01-1731,7.1.5.0 (TL 05),3.1-5,5.412042705,35.818,5.719400996,34.63333,5.412042705,35.818,23270460189.335094,25744407265.28,90.3012704010676,99.9014486,2034094.225765376,46555709.44,4795316.384305152,135560816.40448,109.182633452,10656.54,28.952421105,92.588,18.872834739,80.59,28.952421105,92.588,23340355139.617687,25744721838.08,90.5724985055251,99.9026693,1468002.984967168,103823421.44,4195842.907956224,152425369.37472,111.297132902,16090.68,30.399975617,92.606,19.142025701,80.59,30.399975617,92.606,23372019965.18077,25746483445.76,90.6953742003475,99.9095052,1458133.65636096,103823421.44,4138906.676159488,152425369.37472,111.433429862,17661.96,true,3.0,-,-,17179869184.0,38608568.32,2,-,-,-,-,Shared-SMT-4,Uncapped,3.0,128,1.50
usmliu83,12.0,3.0,3612 MHz,30064771072.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",10280BT,7100-04-01-1543,7.1.4.0 (TL 04),3.0-1,70.000932384,94.8,52.717259751,92.63334,70.000932384,94.8,28666315561.28781,29902975795.2,95.3485243320285,99.4618443,49640.896227328,89436.16,285273260.5936333,459424359.46496,3247.40797153,5114.48,64.523414343,96.134,46.88111636,95.30167,64.523414343,96.134,27506938945.437958,29902975795.2,91.492261422012,99.4618443,71528.450039808,1523097.6,247055938.00039527,459424359.46496,2971.320338645,5114.48,65.252163365,98.588,47.700322017,97.95833,65.252163365,98.588,26823726189.363853,29902975795.2,89.2197919128375,99.4618443,67888.917325824,1769369.6,248221577.22568703,539204975.54432,2927.296693315,7560.3,true,3.0,-,-,9395240960.0,2386978406.4,4,-,-,-,-,Shared-SMT-4,Uncapped,3.0,128,1.50
usmliu81,12.0,3.0,3612 MHz,32212254720.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109DAAR,7100-04-05-1720,7.1.4.33 (TL 04),2.5-0,10.499181495,78.778,9.163926655,57.09833,10.499181495,78.778,28244436195.247913,30329997885.44,87.6822701202847,94.1567057,1246828.084839424,27498659.84,51757292.04380672,630135319.58272,669.331957295,7555.12,23.117883292,91.044,14.758810434,83.14167,23.117883292,91.044,28743889036.96007,32165676974.08,89.2327758103741,99.8554036,1173416.921696256,49721876.48,255816762.15457895,1612183986.31936,1298.70640399,14082.26,20.243209233,99.9,13.790796114,100.0,20.243209233,99.9,28188254186.30706,32171989401.6,87.5078582109756,99.875,1197246.657263616,71283834.88,146431188.21115187,1612183986.31936,1070.07174971,17080.26,true,3.0,-,-,25769803776.0,6255259156.48,4,-,-,-,-,Shared-SMT-4,Uncapped,3.0,128,1.50
usmlrs452,4.0,4.0,2.4 GHz,16696265932.8,Unknown,Intel(R) Xeon(R) CPU E7- 4870,-,-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,2.3-9,29.34044484,53.39,29.34044484,53.39,-,-,16544938429.749657,16606549770.24,99.0936446302491,99.4626573,26523.786476544,258293.76,189536.860924928,2720686.08,14.432241993,157.8,11.057453957,53.39,11.057453957,53.39,-,-,16487946147.885744,16608164577.28,98.7522971553509,99.472329,27052.693599232,866406.4,208186.346082304,11272007.68,16.227078148,319.9,5.301096433,62.905,5.301096433,62.905,-,-,16394873449.079636,16608164577.28,98.1948509629582,99.472329,25489.34385152,866406.4,161605.531025408,11272007.68,13.571930394,367.28,false,4.0,-,-,4293604147.2,104857.6,-,-,-,-,-,-,-,-,-,-
WMHAP149Q,16.0,16.0,2.40GHz,32203399170.62144,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",VMware Virtual Platform,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,1.20364014,2.11965,1.20364014,2.11965,-,-,9116598838.984966,9320964093.37856,28.3094302894737,28.944038,5949.343241216,183576.41216,43886.936064,733940.70528,4.927552281,12.90775,1.19775078,7.662,1.19775078,7.662,-,-,9041479893.694546,9381770858.33216,28.0761662644809,29.132859,5585.324655616,184674.88768,52536.868127744,2989675.8784,5.483057914,366.06812,1.059132267,7.662,1.059132267,7.662,-,-,9076006145.565393,9663930370.62144,28.1833793305063,30.0090382,5636.542199808,184674.88768,49421.601823744,2989675.8784,5.403666707,366.06812,false,16.0,-,-,32203399170.62144,0.0,-,-,-,-,-,-,-,-,-,-
WMHVC001P,8.0,8.0,2.66GHz,30062616573.37856,Stand-alone,Intel(R) Xeon(R) CPU E5430,HP,ProLiant BL460c G1,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,5.415664877,16.39206,5.415664877,16.39206,-,-,15354297135.647425,16093365865.02144,51.0743870133333,53.5328182,494183.4586368,9233610.51648,635529.416380416,17662225.90976,28.628186386,448.4893,5.372575355,29.32589,5.372575355,29.32589,-,-,13999361770.298279,16093365865.02144,46.5673429854943,53.5328182,620206.915544064,27205572.46464,907664.944320512,62564610.29376,35.910933542,586.47644,6.707555011,29.84344,6.707555011,29.84344,-,-,13552734523.726234,16269479939.93216,45.0816863880507,54.1186423,803644.59400192,27205572.46464,935106.291935232,67607551.24224,35.133150675,634.80502,false,8.0,-,-,31457280000.0,24656153.14944,-,-,-,-,-,-,-,-,-,-
usmlrs380,6.0,6.0,2.4 GHz,25276973056.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.204401777,0.88667,0.204401777,0.88667,-,-,17043365414.176817,17063456276.48,67.4264492651568,67.5059321,7176.991219712,583434.24,65342.424752128,150528.0,7.428111498,10.376,0.211880784,3.71334,0.211880784,3.71334,-,-,16871153932.485788,17063456276.48,66.7451513872457,67.5059321,22565.758411776,15720673.28,66089.293371392,154521.6,7.484235236,10.748,0.214544751,3.83333,0.214544751,3.83333,-,-,16359850129.366188,17063456276.48,64.7223466712433,67.5059321,22706.308140032,30776176.64,66088.942060544,310818.816,7.465252991,11.068,false,6.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
WMHTS160P,16.0,8.0,2.67GHz,34359738368.0,Stand-alone,Intel(R) Xeon(R) CPU E5640,HP,ProLiant BL460c G7,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,0.86367576,3.91042,0.86367576,3.91042,-,-,6973432338.3372345,13795505765.08928,20.2953592484099,40.1502061,316797.451433984,15298350.51008,647697.519301632,24265505.76128,43.226468763,666.35054,2.098549731,8.15015,2.098549731,8.15015,-,-,9404328827.426964,14225299870.84288,27.3701991755611,41.4010716,406910.63592448,28481239.6544,772035.266192384,34567340.51328,47.89313407,952.82643,6.453554091,25.65677,6.453554091,25.65677,-,-,10300159353.8444,16568373246.68928,29.977409150842,48.2203126,408976.712206336,32743220.35712,765241.282373632,34635030.40512,47.048254091,952.82643,true,8.0,-,-,34359738368.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1380,8.0,8.0,2.4 GHz,65171410124.8,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-402.el5,3.1-2,0.595177936,14.925,0.595177936,14.925,-,-,63284415816.40929,64821647114.24,97.1045673160142,99.4633183,56222.701778944,3310981.12,0.0,0.0,12.904733096,352.914,0.465978099,14.925,0.465978099,14.925,-,-,62340025177.57054,64821647114.24,95.6554799998507,99.4633183,135124.562827264,125352509.44,0.0,0.0,11.89278447,352.914,0.424552178,14.925,0.424552178,14.925,-,-,62422631090.78614,64821647114.24,95.7822317656898,99.4633183,125583.811329024,127856168.96,0.0,0.0,11.715488243,427.244,false,8.0,-,-,4294967296.0,524288.0,-,-,-,-,-,-,-,-,-,-
usmlrs550,4.0,4.0,2.4 GHz,12460962611.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,0.195587189,0.565,0.195587189,0.565,-,-,12240027498.736256,12244746240.0,98.2269819807829,98.2648502,4888.30633472,195543.04,42708.554704896,110649.344,7.28205694,13.818,0.219589348,17.465,0.219589348,17.465,-,-,11714336800.498516,12370491473.92,94.0082814297163,99.2739635,76642.837152768,109869690.88,109881.350116352,105274490.88,8.157941264,831.428,0.217617862,18.365,0.217617862,18.365,-,-,12093783341.962101,12392134082.56,97.0533635261902,99.4476468,91097.350216704,120657367.04,125698.960185344,115412543.488,8.203173752,978.764,false,4.0,-,-,9662313267.2,104857.6,-,-,-,-,-,-,-,-,-,-
WMHTS164Q,4.0,4.0,2.40GHz,8551718914.62144,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",VMware Virtual Platform,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,4.576533936,25.86276,4.576533936,25.86276,-,-,2257192937.648554,2761432267.48928,26.394610958156,32.2909616,17922.696569856,152704.78848,76105.533984768,4213228.32896,6.190000567,490.35077,2.950288939,25.86276,2.950288939,25.86276,-,-,2262102716.6752605,5476279910.4,26.4520237310655,64.0371832,15334.96224768,378848.02048,86745.857060864,6676471.58272,7.470361626,928.58496,1.473972318,25.86276,1.473972318,25.86276,-,-,2147263013.060608,5476279910.4,25.1091392799047,64.0371832,9026.069271552,766498.4576,73257.043825664,6676471.58272,6.662310151,928.58496,false,4.0,-,-,5399957502.68928,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh139,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.27739694,0.92834,0.27739694,0.92834,-,-,4398238747.549762,4915661373.44,17.2120368957295,19.236915,19968.874591232,2811924.48,105267.251017728,2077655.04,9.447046263,76.796,0.289346476,2.25167,0.289346476,2.25167,-,-,4834279411.929842,15855182151.68,18.9184353952713,62.0475594,25583.587456,12276387.84,124925.830689792,39305988.096,9.888513688,527.064,0.287327265,6.50667,0.287327265,6.50667,-,-,4398469619.720913,16542628577.28,17.2129403878461,64.7378075,28228.373444608,18433658.88,122799.131406336,40308502.528,9.745609547,799.094,false,12.0,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh118,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.755825017,9.17,0.755825017,9.17,-,-,4876725298.664571,5273393561.6,19.0845428341463,20.6368617,233012.734216192,1740083.2,77625.408223232,123179.008,9.348320557,13.884,0.678388784,12.39333,0.678388784,12.39333,-,-,4330938229.935046,5273393561.6,16.9486635172208,20.6368617,229818.91684352,8308858.88,91890.627525632,17714569.216,11.518001985,2427.722,0.632526175,12.65333,0.632526175,12.65333,-,-,3270174148.17271,5295875031.04,12.7974767448999,20.7248405,213640.915095552,10186035.2,93151.924151296,17727033.344,11.742039829,2427.722,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh113,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,8.608268292,8.92834,8.608268292,8.92834,-,-,3566265039.496151,3852782796.8,13.9561967761566,15.0774534,13016.679857152,673054.72,98825.037437952,1110849.536,10.079338078,112.086,4.550721842,19.695,4.550721842,19.695,-,-,4769907023.346139,23782542540.8,18.6665209374813,93.0704364,60244.177998848,17102602.24,228717.685742592,46854455.296,19.375849676,3280.398,1.357850175,46.62667,1.357850175,46.62667,-,-,4449674816.206668,24879499837.44,17.4133264474453,97.3632615,72326.706244608,18458419.2,241169.824789504,57151703.04,20.716802456,3527.378,false,12.0,-,-,4293604147.2,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrh117,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.674372892,2.53333,0.674372892,2.53333,-,-,4222680366.41928,4472029839.36,16.525007945993,17.5008104,103562.008083456,1125785.6,118024.855638016,859615.232,10.963965157,48.466,0.561174467,10.08834,0.561174467,10.08834,-,-,3930174023.075365,4516237803.52,15.3803156597519,17.6738136,89359.941875712,8000225.28,136280.894380032,26070564.864,14.408837717,3345.712,0.47933541,10.08834,0.47933541,10.08834,-,-,3209151538.814517,4825945210.88,12.5586712899502,18.8858204,82623.414611968,9879285.76,136828.591527936,27712800.768,14.688325113,3345.712,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
USSMELDC045P,12.0,6.0,2.60GHz,34323324930.62144,Stand-alone,Intel(R) Xeon(R) CPU E5-2630 v2,HP,ProLiant DL360p Gen8,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,5.156524843,11.71593,5.156524843,11.71593,-,-,8115938419.321864,8474039911.71072,23.6455484327526,24.6888666,273424.527930368,3473213.53216,379150.155819008,12456661.36064,25.586095157,100.16962,5.059488432,14.77275,5.059488432,14.77275,-,-,7925158247.690928,9651286840.44288,23.0897159989082,28.118741,263461.57402624,3595560.01792,384537.800628224,12456661.36064,23.335447454,1069.92631,5.19086003,44.74601,5.19086003,44.74601,-,-,8288624909.027902,12784405714.04288,24.148665450955,37.2469909,274721.635575808,3636265.65632,395491.482222592,15723295.24224,24.240442019,1310.19883,true,6.0,-,-,34323324930.62144,2826184.94976,-,-,-,-,-,-,-,-,-,-
WMHAP055P,8.0,8.0,3.00GHz,8589467650.62144,Virtual (VM),Intel(R) Xeon(R) CPU E7-8857 v2,"VMware, Inc.",VMware Virtual Platform,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,18.275631018,34.11054,18.275631018,34.11054,-,-,6363988485.830869,7728506475.64288,74.0906042652632,89.9765479,266221.313545216,8837867.35616,797004.551581696,14275409.22368,17.537292,582.50346,18.868639255,42.08386,18.868639255,42.08386,-,-,6602715484.207973,8387149829.24288,76.8699033828614,97.6445825,485926.10311168,56345855.5904,1099751.85165312,57979332.07552,24.64706696,843.72679,18.177200845,56.87452,18.177200845,56.87452,-,-,6619062240.7975235,8510495134.84288,77.0602150214633,99.0805889,474621.12580608,56345855.5904,1118119.457548288,57979332.07552,25.778860171,1100.98293,false,8.0,-,-,8731025410.62144,8706799226.0608,-,-,-,-,-,-,-,-,-,-
usmlrs526,8.0,8.0,2.5 GHz,35816839577.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.250062278,2.8475,0.250062278,2.8475,-,-,35676509061.994514,35725739294.72,99.6081996160142,99.7456496,102361.736654848,20541890.56,91550.964156416,845158.4,9.68513879,20.024,0.255573668,3.43,0.255573668,3.43,-,-,35677541595.43917,35745955840.0,99.6110824307616,99.8020938,189174.422618112,43260784.64,183117.710844928,36365918.208,10.889103036,690.12,0.254785706,3.43,0.254785706,3.43,-,-,35676546027.81544,35749688770.56,99.608302822692,99.8125161,181468.971718656,43260784.64,175758.366029824,36737427.456,10.776269721,690.12,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs518,8.0,8.0,2.5 GHz,24813607321.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.170365854,0.4425,0.170365854,0.4425,-,-,18586503124.899334,18613041889.28,74.904478354007,75.0114308,17388.51902464,2323230.72,61870.850675712,155176.96,7.108731707,10.3,0.170724566,2.27,0.170724566,2.27,-,-,18497836410.519684,18613041889.28,74.5471473407941,75.0114308,39858.867136512,48973250.56,61277.4843392,244695.04,7.067644665,10.802,0.171737758,2.315,0.171737758,2.315,-,-,18146323154.593643,18613041889.28,73.1305324512328,75.0114308,38274.852082688,49017016.32,61483.133407232,245542.912,7.064661805,10.802,false,8.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs517,8.0,8.0,2.5 GHz,24813607321.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,13.067855872,13.575,13.067855872,13.575,-,-,24608470405.921898,24684926074.88,99.1732886199288,99.4814085,81090.377793536,2946334.72,72657.16566528,206069.76,7.965822064,11.124,13.082900697,18.5075,13.082900697,18.5075,-,-,24136994361.50522,24752664084.48,97.2732180727227,99.7543959,123459.913270272,26312519.68,119834.375263232,25388204.032,8.619008462,343.444,9.641659476,19.5475,9.641659476,19.5475,-,-,24160378556.469215,24753607802.88,97.3674574734044,99.7581991,120636.237446144,28645683.2,115501.017135104,27293755.392,8.575148578,363.408,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs514,8.0,8.0,2.5 GHz,12329051750.4,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.282656794,2.305,0.282656794,2.305,-,-,12187845172.020641,12274169282.56,98.8546841930314,99.5548525,29119.063414784,3410186.24,86941.003819008,781936.64,8.750188153,35.59,0.309291563,8.8325,0.309291563,8.8325,-,-,12154139448.729141,12284529213.44,98.5812996389578,99.6388811,137256.340009984,50918051.84,195863.141892096,50393300.992,14.195283375,1819.006,0.263516828,8.8325,0.263516828,8.8325,-,-,12178988188.849669,12284529213.44,98.7828458783308,99.6388811,122370.177042432,56345845.76,184146.980369408,54708312.064,13.650249027,1834.696,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs521,8.0,8.0,2.5 GHz,24813607321.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,0.396485765,2.0625,0.396485765,2.0625,-,-,23654481259.975933,24540746874.88,95.3286676686833,98.9003596,28264.513594368,4309749.76,80080.874135552,2702405.632,7.900163701,95.106,0.396869089,5.6375,0.396869089,5.6375,-,-,23528808256.02461,24540746874.88,94.8221995739672,98.9003596,54270.21602816,33503109.12,76326.213702656,4899643.392,7.57313788,95.106,0.400731712,5.6725,0.400731712,5.6725,-,-,22995347479.383244,24737795276.8,92.6723276521603,99.6944739,51728.302393344,51972689.92,79721.291429888,19718598.656,7.617038457,148.496,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
